CustomerID,Gender,SeniorCitizen,Partner,Dependents,ChurnLabel,ChurnValue,ChurnScore,CLTV,ChurnReason,Country,State,City,ZipCode,Latitude,Longitude,TenureMonths,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
8696-JKZNU,Female,1,No,No,Yes,1,100,5859,Don't know,United States,California,Anderson,96007,40.448632,-122.306657,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,2841.55
5380-AFSSK,Female,0,No,No,Yes,1,92,5435,Don't know,United States,California,Bella Vista,96008,40.722733,-122.109666,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.9,486.85
2055-PDADH,Female,1,No,No,Yes,1,67,2491,Don't know,United States,California,Big Bend,96011,41.096569,-121.879082,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.4,204.7
8714-EUHJO,Female,0,Yes,No,Yes,1,83,5219,Poor expertise of online support,United States,California,Castella,96017,41.121108,-122.336613,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.15,2995.45
3721-CNEYS,Female,0,No,No,Yes,1,94,5390,Poor expertise of phone support,United States,California,Douglas City,96024,40.586588,-122.903677,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.95,137.95
2568-OIADY,Female,0,Yes,No,Yes,1,92,4233,Competitor had better devices,United States,California,Fort Jones,96032,41.5837,-122.935922,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,3762.0
1193-RTSLK,Female,0,No,No,Yes,1,82,2157,Competitor offered higher download speeds,United States,California,Happy Camp,96039,41.831901,-123.487478,38,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.9,3233.6
2302-ANTDP,Female,1,Yes,No,Yes,1,67,5915,Competitor offered more data,United States,California,Hat Creek,96040,40.789799,-121.474529,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,117.45,5438.9
5923-GXUOC,Male,0,No,No,Yes,1,84,5035,Competitor made better offer,United States,California,Hayfork,96041,40.547857,-123.187265,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,1081.45
5233-GEEAX,Male,1,No,No,Yes,1,85,5971,Competitor had better devices,United States,California,Lewiston,96052,40.704293,-122.803899,8,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.4,221.9
4432-ADRLB,Male,0,No,No,Yes,1,99,4655,Competitor had better devices,United States,California,Montague,96064,41.759864,-122.379175,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.65,74.9
8993-PHFWD,Female,0,No,No,Yes,1,76,2088,Competitor offered higher download speeds,United States,California,Old Station,96071,40.656287,-121.428965,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,58.9
1565-RHDJD,Female,0,No,No,Yes,1,95,5552,Competitor offered higher download speeds,United States,California,Palo Cedro,96073,40.582399,-122.195512,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),84.05,333.55
7137-RYLPP,Male,1,Yes,No,Yes,1,86,4712,Competitor offered higher download speeds,United States,California,Paskenta,96074,39.884395,-122.587513,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,3171.15
3765-JXVKY,Female,0,No,No,Yes,1,75,4692,Competitor offered more data,United States,California,Paynes Creek,96075,40.343213,-121.815412,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7
7330-WZLNC,Female,0,No,No,Yes,1,73,5090,Competitor offered more data,United States,California,Red Bluff,96080,40.186772,-122.388361,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.8,455.5
3957-LXOLK,Female,1,No,No,Yes,1,83,5030,Competitor offered more data,United States,California,Shingletown,96088,40.497441,-121.827524,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,3152.5
6635-MYYYZ,Female,0,No,No,Yes,1,73,2313,Competitor made better offer,United States,California,Trinity Center,96091,41.081847,-122.700545,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.35,2530.4
5281-BUZGT,Male,1,No,No,Yes,1,92,5692,Competitor made better offer,United States,California,Weaverville,96093,40.759401,-122.939337,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.85,3186.7
5378-IKEEG,Female,0,No,No,Yes,1,70,3351,Price too high,United States,California,Eagleville,96110,41.280341,-120.150381,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.75,35.75
2718-GAXQD,Female,1,Yes,Yes,Yes,1,92,4797,Product dissatisfaction,United States,California,Lake City,96115,41.729079,-120.225025,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.0,181.6
6413-XKKPU,Male,0,Yes,No,Yes,1,96,2544,Service dissatisfaction,United States,California,Sierra City,96125,39.600599,-120.636358,17,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,1539.45
1449-XQEMT,Male,0,No,No,Yes,1,79,4323,Lack of self-service on Website,United States,California,Susanville,96130,40.559177,-120.612113,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.8,58.15
2626-URJFX,Male,0,Yes,Yes,Yes,1,69,5691,Network reliability,United States,California,Termo,96132,41.027281,-120.669427,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.9,225.6
2612-RRIDN,Male,0,No,No,Yes,1,88,3591,Limited range of services,United States,California,Westwood,96137,40.271535,-121.018087,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,340.85
4735-ASGMA,Male,0,No,No,Yes,1,99,4997,Lack of affordable download/upload speed,United States,California,Carnelian Bay,96140,39.227434,-120.091806,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,2515.3
3669-LVWZB,Male,0,No,No,Yes,1,86,4630,Long distance charges,United States,California,Tahoma,96142,39.061227,-120.179546,5,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,51.0,305.95
6892-EZDTG,Female,0,Yes,No,Yes,1,90,2140,Extra data charges,United States,California,Kings Beach,96143,39.246654,-120.029273,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,365.4
9725-SCPZG,Male,0,No,No,Yes,1,80,5086,Price too high,United States,California,South Lake Tahoe,96150,38.911577,-120.106169,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.85,90.85
5884-GCYMI,Male,0,No,No,Yes,1,84,2847,Product dissatisfaction,United States,California,Truckee,96161,39.342498,-120.247127,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.4,69.4
3217-FZDMN,Female,1,No,No,Yes,1,83,3676,Service dissatisfaction,United States,California,Los Angeles,90001,33.973616,-118.24902,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.45,742.95
7853-GVUDZ,Female,0,Yes,Yes,Yes,1,70,4277,Lack of self-service on Website,United States,California,Los Angeles,90004,34.076259,-118.310715,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.15,20.15
7480-QNVZJ,Male,1,No,No,Yes,1,73,4287,Network reliability,United States,California,Los Angeles,90005,34.059281,-118.30742,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,4816.7
3943-KDREE,Female,0,No,No,Yes,1,76,2934,Don't know,United States,California,Los Angeles,90010,34.062125,-118.315709,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,1834.95
9239-ZBZZV,Female,0,No,No,Yes,1,80,2240,Competitor had better devices,United States,California,Los Angeles,90011,34.00709,-118.258681,6,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.95,305.1
4398-HSCJH,Female,0,No,No,Yes,1,70,3155,Competitor offered higher download speeds,United States,California,Los Angeles,90013,34.044639,-118.240413,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.6,155.65
4430-UZIPO,Male,0,No,No,Yes,1,91,5825,Competitor offered more data,United States,California,Los Angeles,90020,34.066367,-118.309868,3,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.85,108.7
4855-SNKMY,Female,0,No,No,Yes,1,70,5955,Competitor made better offer,United States,California,Los Angeles,90024,34.066303,-118.435479,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.1,44.1
8008-HAWED,Male,0,No,No,Yes,1,82,4883,Competitor had better devices,United States,California,Los Angeles,90027,34.127194,-118.295647,14,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,712.75
7124-UGSUR,Female,1,Yes,No,Yes,1,84,4412,Competitor had better devices,United States,California,Los Angeles,90028,34.099869,-118.326843,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.4,6405.0
1862-SKORY,Female,1,Yes,No,Yes,1,99,2296,Competitor offered higher download speeds,United States,California,Los Angeles,90029,34.089953,-118.294824,40,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,1637.4
1502-XFCVR,Female,0,No,No,Yes,1,82,5902,Competitor offered higher download speeds,United States,California,Los Angeles,90038,34.088017,-118.327168,58,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.45,6145.85
9692-TUSXH,Female,0,No,No,Yes,1,97,5581,Competitor offered higher download speeds,United States,California,Los Angeles,90041,34.137412,-118.207607,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1740.7
7912-SYRQT,Female,0,No,No,Yes,1,96,5514,Competitor offered more data,United States,California,Los Angeles,90042,34.11572,-118.192754,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.1,552.95
4816-JBHOV,Male,1,No,No,Yes,1,98,4618,Competitor offered more data,United States,California,Los Angeles,90044,33.952714,-118.292061,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.7,93.7
8292-TYSPY,Male,0,No,No,Yes,1,73,4539,Competitor offered more data,United States,California,Los Angeles,90048,34.072945,-118.37267,19,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.0,1046.5
1867-BDVFH,Male,0,Yes,No,Yes,1,80,5075,Competitor made better offer,United States,California,Los Angeles,90056,33.987945,-118.370442,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,834.2
2359-QWQUL,Female,0,Yes,No,Yes,1,68,2371,Competitor made better offer,United States,California,Los Angeles,90058,34.001617,-118.222274,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.7,4134.85
9103-TCIHJ,Female,0,No,No,Yes,1,73,4519,Price too high,United States,California,Los Angeles,90059,33.927254,-118.249826,15,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.7,899.8
4140-WJAWW,Female,0,No,No,Yes,1,99,3799,Product dissatisfaction,United States,California,Los Angeles,90071,34.052917,-118.255178,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.85,108.05
6653-CBBOM,Female,0,No,No,Yes,1,88,5963,Service dissatisfaction,United States,California,Compton,90221,33.885811,-118.206459,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,70.3
3247-ZVOUO,Male,1,Yes,No,Yes,1,81,3336,Lack of self-service on Website,United States,California,Downey,90240,33.956228,-118.120993,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.55,851.75
6101-IMRMM,Male,0,No,No,Yes,1,100,3469,Network reliability,United States,California,El Segundo,90245,33.917145,-118.401554,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,94.5,575.45
1268-ASBGA,Female,1,Yes,No,Yes,1,66,5769,Limited range of services,United States,California,Huntington Park,90255,33.97803,-118.217141,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.35,1375.15
8943-URTMR,Female,0,No,No,Yes,1,100,5082,Lack of affordable download/upload speed,United States,California,Lawndale,90260,33.88856,-118.351813,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.65,152.7
4713-LZDRV,Female,1,No,No,Yes,1,94,4322,Long distance charges,United States,California,Malibu,90263,34.037037,-118.705803,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,195.05
4325-NFSKC,Male,1,No,No,Yes,1,87,2373,Extra data charges,United States,California,Pacific Palisades,90272,34.079449,-118.548306,19,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,1660.0
2955-PSXOE,Female,0,No,No,Yes,1,98,3061,Price too high,United States,California,Topanga,90290,34.115192,-118.61017,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2
7762-URZQH,Male,0,Yes,No,Yes,1,83,5602,Product dissatisfaction,United States,California,Venice,90291,33.991782,-118.479229,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.05,6981.35
6907-NZZIJ,Female,0,No,No,Yes,1,75,4188,Service dissatisfaction,United States,California,Santa Monica,90402,34.035849,-118.503508,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,3615.6
2911-UREFD,Female,0,Yes,No,Yes,1,67,5632,Lack of self-service on Website,United States,California,Santa Monica,90405,34.005439,-118.477507,39,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,55.9,2184.35
3744-ZRRDZ,Male,0,No,No,Yes,1,90,2902,Network reliability,United States,California,Torrance,90501,33.833699,-118.314387,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.35,1852.85
5673-TIYIB,Male,0,No,No,Yes,1,86,3620,Don't know,United States,California,Torrance,90502,33.833181,-118.292062,2,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.4,77.15
1602-IJQQE,Female,0,No,No,Yes,1,92,2220,Attitude of service provider,United States,California,Whittier,90602,33.972119,-118.020188,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,338.1
4628-WQCQQ,Male,0,No,No,Yes,1,81,5928,Attitude of support person,United States,California,Whittier,90603,33.945318,-117.992066,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,85.15,3030.6
1644-IRKSF,Female,0,Yes,No,Yes,1,76,5080,Attitude of support person,United States,California,La Palma,90623,33.850504,-118.039892,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,3124.5
3705-PSNGL,Male,0,No,No,Yes,1,87,5398,Attitude of support person,United States,California,Cerritos,90703,33.8681,-118.067402,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,930.45
6502-HCJTI,Male,1,Yes,No,Yes,1,75,3591,Attitude of service provider,United States,California,Lakewood,90712,33.840524,-118.148403,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.7,673.1
2606-RMDHZ,Male,0,No,No,Yes,1,93,4667,Attitude of service provider,United States,California,Lakewood,90713,33.847755,-118.112532,6,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.5,208.7
8258-GSTJK,Male,1,No,No,Yes,1,96,3128,Attitude of service provider,United States,California,San Pedro,90732,33.744119,-118.31448,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.0,237.75
6861-OKBCE,Female,0,No,Yes,Yes,1,95,4500,Attitude of support person,United States,California,Seal Beach,90740,33.75462,-118.071128,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.1,221.35
9940-RHLFB,Female,0,No,No,Yes,1,66,2176,Competitor made better offer,United States,California,Sunset Beach,90742,33.719221,-118.073596,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.3,75.3
2995-UPRYS,Female,1,Yes,No,Yes,1,69,5098,Moved,United States,California,Long Beach,90802,33.752524,-118.210737,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.2,4062.2
6686-YPGHK,Male,1,No,No,Yes,1,68,3645,Moved,United States,California,Long Beach,90808,33.823943,-118.111335,47,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.5,4042.3
1383-EZRWL,Female,0,No,No,Yes,1,89,5595,Moved,United States,California,Long Beach,90810,33.819814,-118.222416,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,164.85
4759-TRPLW,Male,0,No,No,Yes,1,70,4238,Competitor had better devices,United States,California,Long Beach,90822,33.778436,-118.118648,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,70.4
8563-IIOXK,Male,0,Yes,No,Yes,1,75,5651,Competitor offered higher download speeds,United States,California,Duarte,91010,34.145695,-117.95982,7,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,49.75,331.3
8020-BWHYL,Female,1,No,No,Yes,1,99,4526,Competitor offered more data,United States,California,Montrose,91020,34.2112,-118.230625,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1147.45
2982-VPSGI,Female,0,Yes,No,Yes,1,67,2120,Competitor made better offer,United States,California,South Pasadena,91030,34.110444,-118.156957,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,1078.9
8199-ZLLSA,Male,0,No,No,Yes,1,91,6255,Competitor had better devices,United States,California,Tujunga,91042,34.296574,-118.244839,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.35,7804.15
4625-EWPTF,Male,0,No,No,Yes,1,94,4549,Competitor had better devices,United States,California,Pasadena,91104,34.165383,-118.123752,8,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.45,226.45
5980-NOPLP,Female,0,Yes,No,Yes,1,87,5606,Competitor offered higher download speeds,United States,California,Pasadena,91105,34.13946,-118.166649,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,4364.1
6892-XPFPU,Male,1,Yes,No,Yes,1,80,2104,Competitor offered higher download speeds,United States,California,Pasadena,91107,34.159007,-118.087353,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,2433.9
8010-EZLOU,Male,1,No,No,Yes,1,76,4958,Competitor offered higher download speeds,United States,California,San Marino,91108,34.122671,-118.112911,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.2,1217.25
9874-QLCLH,Female,0,Yes,No,Yes,1,79,2365,Competitor offered more data,United States,California,Northridge,91324,34.238208,-118.55029,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,1743.5
8062-YBDOE,Male,1,No,No,Yes,1,78,5844,Don't know,United States,California,Canyon Country,91351,34.422519,-118.420717,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65
6000-APYLU,Male,0,No,No,Yes,1,90,3890,Competitor offered more data,United States,California,Valencia,91355,34.43987,-118.644609,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,713.1
0947-IDHRQ,Female,0,No,No,Yes,1,75,3949,Competitor made better offer,United States,California,Woodland Hills,91367,34.178068,-118.615714,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.3,526.7
3672-YITQD,Male,1,Yes,No,Yes,1,79,2987,Competitor made better offer,United States,California,Castaic,91384,34.506627,-118.699048,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,3021.6
9048-JVYVF,Male,0,No,No,Yes,1,98,3520,Price too high,United States,California,Panorama City,91402,34.223768,-118.445461,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,191.35
8988-ECPJR,Female,1,Yes,No,Yes,1,66,3980,Product dissatisfaction,United States,California,Van Nuys,91411,34.17847,-118.459472,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.6,2718.3
3776-EKTKM,Female,1,No,No,Yes,1,96,5303,Service dissatisfaction,United States,California,Burbank,91501,34.188339,-118.300942,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.45,36.45
1902-XBTFB,Male,0,No,No,Yes,1,99,5438,Lack of self-service on Website,United States,California,North Hollywood,91605,34.207295,-118.400022,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,2001.5
0643-OKLRP,Female,1,Yes,No,Yes,1,95,5915,Network reliability,United States,California,Azusa,91702,34.174493,-117.87068,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,80.35,3825.85
9381-NDKME,Female,1,Yes,No,Yes,1,85,3843,Limited range of services,United States,California,El Monte,91731,34.079934,-118.046695,24,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.65,933.3
2794-XIMMO,Male,0,Yes,No,Yes,1,98,5650,Lack of affordable download/upload speed,United States,California,Rancho Cucamonga,91737,34.245289,-117.642503,53,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,60.45,3184.25
8382-SHQEH,Female,0,Yes,No,Yes,1,85,2656,Long distance charges,United States,California,Rancho Cucamonga,91739,34.133809,-117.523724,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,764.95
2983-ZANRP,Female,0,Yes,No,Yes,1,97,5799,Extra data charges,United States,California,La Puente,91744,34.031441,-117.936436,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.55,145.4
7845-URHJN,Female,0,Yes,No,Yes,1,98,4785,Price too high,United States,California,Hacienda Heights,91745,33.998471,-117.973758,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15,156.25
3034-ZBEQN,Female,0,Yes,No,Yes,1,90,5995,Product dissatisfaction,United States,California,La Puente,91746,34.038983,-117.991372,48,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,34.7,1604.5
8327-LZKAS,Female,1,Yes,No,Yes,1,93,4423,Service dissatisfaction,United States,California,Pomona,91767,34.083086,-117.737997,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.55,4533.9
1075-BGWOH,Male,1,Yes,No,Yes,1,87,3392,Lack of self-service on Website,United States,California,Rosemead,91770,34.065108,-118.082791,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,1587.55
0302-JOIVN,Female,0,Yes,No,Yes,1,76,2750,Network reliability,United States,California,San Gabriel,91775,34.114772,-118.089431,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,842.9
5366-IJEQJ,Male,0,No,No,Yes,1,86,4115,Don't know,United States,California,Alhambra,91801,34.090925,-118.128164,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.7,1761.45
1981-INRFU,Female,0,No,No,Yes,1,98,5172,Don't know,United States,California,Boulevard,91905,32.677097,-116.304991,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.75,164.5
4971-PUYQO,Female,0,No,No,Yes,1,89,4464,Don't know,United States,California,Campo,91906,32.673483,-116.472863,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.55,2724.6
8485-GJCDN,Female,1,No,No,Yes,1,74,3368,Poor expertise of online support,United States,California,Chula Vista,91914,32.688506,-116.938632,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.05,318.5
1527-SXDPN,Male,0,Yes,No,Yes,1,97,4751,Poor expertise of phone support,United States,California,Imperial Beach,91932,32.579134,-117.119009,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),96.25,4990.25
6029-WTIPC,Male,1,No,No,Yes,1,87,4424,Competitor had better devices,United States,California,Jacumba,91934,32.649787,-116.2237,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,3744.05
8634-CILSZ,Male,0,No,No,Yes,1,71,6350,Competitor offered higher download speeds,United States,California,Jamul,91935,32.695681,-116.798386,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.7,7220.35
6682-QJDGB,Male,0,No,Yes,Yes,1,65,2810,Competitor offered more data,United States,California,Borrego Springs,92004,33.200369,-116.192313,40,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.25,2139.2
8780-IXSTS,Female,0,No,No,Yes,1,71,5656,Competitor made better offer,United States,California,Carlsbad,92008,33.148116,-117.306043,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,521.3
9530-EHPOH,Male,0,No,No,Yes,1,99,3407,Competitor had better devices,United States,California,El Cajon,92019,32.785165,-116.862648,11,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.75,608.0
0345-HKJVM,Female,0,No,No,Yes,1,100,5800,Don't know,United States,California,El Cajon,92021,32.832706,-116.873258,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.3,577.6
